"Japanese aircraft bomb Mandalay in central Burma,","1942-4-3","Japanese aircraft bomb Mandalay in central Burma, killing 2,000. They met no opposition from the RAF as all its aircraft had by now been withdrawn to India."
"The Battle of the Somme ends. It was a large battl","1916-4-4","The Battle of the Somme ends. It was a large battle with more than one million casualties. The Allied forces attempted to break through the German lines buty by the end of the battle they had only gained about six miles after 9 months of fighting. The British used the tank for the first time in this battle with little effect, but the battle is best remembered as a prime example of the futile Allied tactic of frontal assault on defended positions that was the hallmark of fighting on the Western Front. However, during the subsequent months of fighting on the Somme River, British Army tactics evolved from the grim lessons of the first few days to orchestrate effective combined operations between infantry, artillery and air force which were instrumental in eventually achieving total victory over the German Army"
"180 Japanese planes from five aircraft carriers at","1942-4-5","180 Japanese planes from five aircraft carriers attack the Royal Navy's base at Colombo in Ceylon. These came from Admiral Nagumo's 1st Air Fleet under Admiral Kondo's Southern Force which was tasked with destroying the Royal Navy's Fleet in the Indian Ocean. However, the British received prior warning and sailed the bulk of their fleet to the Maldives, although the armed merchant cruiser Hector and destroyer Tenedos were sunk. Fifty-three Japanese carrier-aircraft did however locate and sink the Royal Navy's heavy cruisers Dorsetshire and Cornwall, to the south east of Ceylon, in just 22 minutes."
"Born Today: Butch Cassidy (outlaw),  Harry Houdini","1-4-6","Born Today: Butch Cassidy (outlaw),  Harry Houdini (magician), Bob Marley (singer), John Ratzenberger (actor)"
"Confederate surprise attack on Gen. Ulysses S. Gra","1862-4-6","Confederate surprise attack on Gen. Ulysses S. Grant's unprepared troops at Shiloh on the Tennessee River results in a bitter struggle with 13,000 Union killed and wounded and 10,000 Confederates, more men than in all previous American wars combined. The president is then pressured to relieve Grant but resists. I can't spare this man"
"Born Today: William Wordsworth (poet), Francis For","1-4-7","Born Today: William Wordsworth (poet), Francis Ford Coppola (director), Jackie Chan (actor), Tony Dorsett (NFL player)"
"The battle of East China Sea begins as U.S. aircra","1945-4-7","The battle of East China Sea begins as U.S. aircraft from Task Force 58 sink the Japanese super-battleship Yamato in a three-hour battle, 60 miles to the Southeast of Japan. Japanese casualties are reported as 2,488 sailors killed, four destroyers sunk, 58 aircraft destroyed."
"HMS Glorious was hit by fire from the German battl","1940-4-8","HMS Glorious was hit by fire from the German battle cruiser Scharnhorst, which penetrated the flight deck and exploded in the upper hanger disrupting the attempts to get some aircraft airborne.  A second hit was received which killed most of the bridge crew. Glorious, and her two escorting destroyers, Ardent and Acasta were all sunk in the battle. The only ship that could have come to their aid was the HMS Devonshire, but they did not break radio silence because they were carrying the King of Norway and his ministers and did not want to endanger them."
"US-Filipino forces on Bataan Peninsula in the Phil","1942-4-9","US-Filipino forces on Bataan Peninsula in the Philippines surrender. 78,000 troops are captured, including 12,000 Americans, but 2,000 escape to Corregidor. This is the largest capitulation in US History. Japanese aircraft sink the British carrier Hermes, the destroyer Vampire and three other warships in Indian Ocean."
"The 78,000 captured men from Bataan begin a 65 mil","1942-4-10","The 78,000 captured men from Bataan begin a 65 mile march under the hot sun from Mariveles to San Fernando, with little food or water. This was to become known as the 'Bataan Death March'. The Japanese begin landing troops on Cebu Island, which has a combined US-Filipino garrison of 4,500 troops."
"Born Today: Frederick I the Warlike (Saxon Leader)","1-4-11","Born Today: Frederick I the Warlike (Saxon Leader), Oleg Cassini (Fashion Designer), Oscar De Ville (Meyer CEO), Boxcar Willie (Country musician)"
"Rommel makes an attempt to capture Tobruk off the","1941-4-11","Rommel makes an attempt to capture Tobruk off the march. However, the 9th Australian Division repulses the attack, forcing the Germans to think again. By now the Germans are pretty exhausted after 3 weeks of continuous action and their vehicles in serious need of an overhaul."
"Born Today: Tom Clancy (Author) ,  David Letterman","1-4-12","Born Today: Tom Clancy (Author) ,  David Letterman (TV Host), David Cassidy (Singer), Herbie Hancock (Musician)"
"On the Eastern Front, both German and Russian forc","1942-4-12","On the Eastern Front, both German and Russian forces pause for breath after an extremely difficult winter (temperatures dropped to a nippy Minus 30C). The Russians have outrun their supply lines and exhausted their supply store of tanks and guns, which has allowed the initiative to slip back to the Germans. However, the Germans are aware that they can no longer take Moscow with a knockout blow and so choose another alternative. They intend to drive southward as part of a grand pincer movement through the Caucasus to link up with Rommel's Afrika Corps, which will solve their oil problems, disable the Russian economy, and menace the Middle East."
"British Naval forces, this time supported by the B","1940-4-13","British Naval forces, this time supported by the Battleship HMS Warspite, again engage the German naval forces located at Narvik in the Jössing Fjord. This, the 2nd Battle of Narvik, results in the sinking of 7 German destroyers and a U-boat whose surviving crews join Gebirgsjäger units that are defending isolated Narvik."
"As a symbolic end to the War Between the States, t","1865-4-14","As a symbolic end to the War Between the States, the Stars and Stripes is ceremoniously raised over Fort Sumter. That night, Lincoln and his wife Mary see the play Our American Cousin at Ford's Theater. At 10:13 p.m., during the third act of the play, John Wilkes Booth shoots President Lincoln in the head. Doctors attend to the president in the theater then move him to a house across the street. He never regains consciousness."
"The Canadian First Army reaches the coast in north","1945-4-15","The Canadian First Army reaches the coast in northern Holland, captures Arnhem in the South, and begins the liberation of the Netherlands. The US First Army captures Leuna and Merseburg in Saxony, while the French First Army captures Kehl and Offenburg on the upper Rhine."
"Hitler issues the last Order of the Day to the Eas","1945-4-16","Hitler issues the last Order of the Day to the Eastern Front, saying ‘He who gives orders to retreat . . . is to be shot on the spot’ as the 1st Belorussian Front and the 1st Ukrainian Front start the final offensive on Berlin from along the Oder-Neisse line."
"The RAF makes a daylight air raid against Augsburg","1942-4-17","The RAF makes a daylight air raid against Augsburg in southern Germany with 14 Lancaster bombers. The raid is pressed home with great gallantry, with squadron leader J.D. Nettleton being awarded the Victoria Cross. However, 7 aircraft are lost, which convinces Air Marshal Harris that daylight raids by heavy bombers were too costly."
"American P-38s from the 13th Air Force launched fr","1943-4-18","American P-38s from the 13th Air Force launched from Guadalcanal, fly to Bougainvillea and shoot down Admiral Isoroku Yamamoto's plane and killed him."
"The Battle of Lexington and Concord was the first","1775-4-19","The Battle of Lexington and Concord was the first battle of the American Revolutionary War, marking the shot heard around the world. 700 British regulars, mainly from the flank and grenadier companies, marched from Boston to Lexington and Concord. The British drove the 70 Minutemen from the towns but were ambushed during their return march, beginning the Siege of Boston."
"Born Today: Adolph Hitler (Dictator),  Carmen Elec","1-4-20","Born Today: Adolph Hitler (Dictator),  Carmen Electra (Actress?), Luther Vandross (Singer), Joey Lawrence (Actor)"
"46 Spitfires arrive on Malta as reinforcement, alt","1942-4-20","46 Spitfires arrive on Malta as reinforcement, although the intensity of the axis air onslaught (9,599 sorties in April) is so intense that almost all these aircraft are destroyed on the ground within 3 days."
"The first U-boat tanker or 'Milch cow', U-459, set","1942-4-21","The first U-boat tanker or 'Milch cow', U-459, sets sail for the Atlantic. Her role was to prolong the time that U-boats could spend in US waters by refueling and re-arming them at sea."
"Baron Manfred Albrecht von Richthofen, the Red Bar","1918-4-22","Baron Manfred Albrecht von Richthofen, the Red Baron, was shot down and killed over Morlancourt Ridge, near the Somme River. He was hit by a bullet, shot from behind or below, passing diagonally through his chest. Richthofen may have been shot by Captain Roy Brown, but it is more likely that he was killed by ground fire from Australian Army anti-aircraft machine gunners. Baron von Richthofen is still regarded today as the ace of aces. He was a very talented airplane pilot, who won 80 air combats during World War I."
"During the Chilean Civil War, the Chilean naval ve","1891-4-23","During the Chilean Civil War, the Chilean naval vessel Almirante Lynch torpedoed and sank the rebel Chilean armored vessel Blanco Encalada with a 14 inch torpedo at the close range of one hundred yards making it the first vessel to be sunk by a torpedo in the current sense of the word. During the American Civil War, stationary mines were called torpedos, as in Admiral David Farragut's famous quote, Damn the torpedoes! Full speed ahead!"
"On his last patrol aboard U-404, Kapitänleutnant O","1943-4-25","On his last patrol aboard U-404, Kapitänleutnant Otto von Bülow fires two FAT and two G7e torpedoes at British aircraft carrier HMS Biter. All detonate prematurely and HMS Biter escapes without damage. Von Bülow is later decorated by Hitler with Oak leaves to his Knights Cross for his Atlantic successes and German newspapers report the recent sinking of the American carrier USS Ranger as well. Later, USS Ranger commander Gordon Rowe, is photographed aboard his carrier smiling at a photograph of von Bülow and the German report of his vessel's demise."
"French launch disastrous offensive at Chemin des D","1917-4-26","French launch disastrous offensive at Chemin des Dames, advancing only 500 yards at the cost of 250,000 plus casualties."
"German planes spot an Allied convoy west of Start","1944-4-27","German planes spot an Allied convoy west of Start Point along the Channel Coast. The convoy is actually making a practice run ('Operation Tiger') for the planned invasion of Normandy on a stretch of coast very much like that found in the Normandy region of France. The 5th and 9th Schnellbootflottillers are directed to attack at night, which they do with the following boats: S100, S130, S138, S138, S140, S142, S143, S145, S150. They engage the convoy, consisting of 8 landing craft and protected by the lone English Corvette Azeala at Lyme Bay. The result is that LST 507 was set on fire and had to be given up, LST 531 was sunk and LST 289 received a torpedo hit which killed many soldiers. Total Allied losses were 197 seaman and 441 soldiers lost."
"The U.S. Fifth Army take Brescia, 30 miles East of","1945-4-28","The U.S. Fifth Army take Brescia, 30 miles East of Milan. The British Eighth Army reaches Venice. Italian Partisans capture Mussolini, his mistress Clara Petacci and 12 of his cabinet members in a German convoy trying to reach Switzerland. All are shot in nearby village."
"Convoy RA-66 sailing from the Kola Peninsula to Lo","1945-4-29","Convoy RA-66 sailing from the Kola Peninsula to Loch Ewe is attacked by at least 2 U-boats north of Kola. The British destroyer HMS Goodall, which was lend-leased by the US in 1943 is sunk by U-286 (Oblt.z.S. Willi Dietrich), for 1,150 tons, marking this as the last convoy to come under attack in the war."
"Operation Mincemeat was a highly successful Allied","1943-4-30","Operation Mincemeat was a highly successful Allied deception plan against Axis Forces. The operation involved releasing a dead man in a life jacket off the coast of Spain. A briefcase attached to the body contained fake documents identifying the man as a Major William Martin and copies of fake Allied war plans which stated that the Allies were planning an invasion of Sardinia, rather than Sicily. Local fishermen pulled out the corpse and intelligence materials. The documents were sent to Axis commanders and who were fooled by them. This information quickly reached Hitler who, on 12 May, demanded that measures regarding Sardinia and the Peloponnese take precedence over everything else. And on the same date in 1945:.Hitler Dies Adolf Hitler, Eva Braun, Goebbels and his wife commit suicide in the bunker under the Reich Chancellery in Berlin, Germany."
"The Union Army under Gen. Hooker is decisively def","1863-5-1","The Union Army under Gen. Hooker is decisively defeated by Lee's much smaller forces at the Battle of Chancellorsville in Virginia as a result of Lee's brilliant and daring tactics. Confederate Gen. Stonewall Jackson is mortally wounded by his own soldiers. Hooker retreats. Union losses are 17,000 killed, wounded and missing out of 132,000. The Confederates, 13, 000 out of 57,000. I just lost confidence in Joe Hooker, said Hooker later about his own lack of nerve during the battle."
"General Weidling, the commander of Berlins Garriso","1945-5-2","General Weidling, the commander of Berlins Garrison meets with General Zhukov and accepts his terms of unconditional surrender of Berlin. The garrison in Berlin surrenders to 1st Belorussian and 1st Ukrainian Armies at 3pm local time. During the 2 week battle for the German Capital, the Russians suffer more than 300,000 casualties and while it is hard to estimate German casualties, German prisoners numbered 480,000."
"During the Falklands War the HMS Sheffield had bee","1982-5-3","During the Falklands War the HMS Sheffield had been ordered forward with two other Type 42 destroyers. After the ships were detected by an Argentinian Navy Air Force (CANA) P-2 Neptune patrol aircraft, two CANA Dassault Super Etendards were launched, each armed with a single Exocet. Refuelled by a C-130 Hercules shortly after launch, they went in at low altitude, popped up for a radar check and released the missiles from 20 to 30 miles (30 to 50 km) away. One missed HMS Yarmouth, due to her deployment of chaff, but the other hit the Sheffield and set her on fire, killing 22 sailors onboard. The HMS Sheffield was abandoned and sank on May 10th."
"Born Today: Carlo Rainaldi (Composer), Frederick C","1-5-4","Born Today: Carlo Rainaldi (Composer), Frederick Church (Artist), Audrey Hepburn (Actress), Lance Bass ('N Sync)"
"The beginning of a massive, coordinated campaign i","1864-5-4","The beginning of a massive, coordinated campaign involving all the Union Armies. In Virginia, Grant with an Army of 120,000 begins advancing toward Richmond to engage Lee's Army of Northern Virginia, now numbering 64,000, beginning a war of attrition that will include major battles at the Wilderness (May 5-6), Spotsylvania (May 8-12), and Cold Harbor (June 1-3). In the west, Sherman, with 100,000 men begins an advance toward Atlanta to engage Joseph E. Johnston's 60,000 strong Army of Tennessee."
"The main Japanese strike force, which is built aro","1942-5-5","The main Japanese strike force, which is built around the carriers Shokaku and Zuikaku, enters the Coral Sea and bombs Port Moresby. Having conquered nearly all of Southeast Asia in just a few months, Japan was at the apex of its power. But the upcoming Battle of the Coral Sea (on May 7) was not an easy Japanese victory. In tactical terms, the Japanese had had a narrow victory: one small carrier lost and a large carrier damaged, against the loss of a large carrier and equivalent damage to another. But from the Allied point of view, after five months of continuous defeat, a battle that came out almost even was close enough to a victory as not to matter."
"Born Today: Archduke Ferdinand III (Austrian Ruler","1-5-6","Born Today: Archduke Ferdinand III (Austrian Ruler), Tony Blair (British PM), Sigmund Freud (psycho-analysis), Willie Mays (Baseball)"
"The last Brigade of the British 10th Indian Divisi","1941-5-6","The last Brigade of the British 10th Indian Division arrives at Basra with its commander Major General Bill Slim. The Iraqi government welcomed British soldiers and their assistance in repelling the Germans. This policy changed once France fell to the Germans, when Iraq sided with most other Arab nations and began rejecting the idea of a foreign army within its borders. Axis aircraft begin to land at the Mosul airfield in northern Iraq."
"Born Today: Peter Ilyich Tchaikovsky (composer), R","1-5-7","Born Today: Peter Ilyich Tchaikovsky (composer), Robert Browning (Poet), Johnny Unitas (NFL player), Robbie Knievel (Daredevil)"
"U-boat sinks the RMS Lusitania, a cruise liner tha","1914-5-7","U-boat sinks the RMS Lusitania, a cruise liner that may have been carrying military contraband. 1,198 civilians, including 128 Americans die. The sinking added fuel to the involvement of the US in WWI."
"During an attack against convoy OB318, U-110 comma","1941-5-8","During an attack against convoy OB318, U-110 commanded by Julius Lemp suffers serious damage and is forced to surface and scuttle. Unfortunately for the Germans, the scuttling charges failed to detonate, allowing the British destroyer HMS Bulldog to capture the U boat. They were able to seize an enigma machine and other vital secret material. The British put U-110 under tow, but the damaged U-boat later sinks."
"The Luftwaffe launches a massive night raid (507 b","1941-5-9","The Luftwaffe launches a massive night raid (507 bombers) against London which causes many fires and cripples the rail system in the city. Liverpool has its 7th consecutive night air raid. Belfast, Clydeside and Humberside also suffer in a heavy week of raids. The RAF attacks Bremen and Hamburg, but with little effect."
"The Netherlands opens its flood gates in an attemp","1940-5-10","The Netherlands opens its flood gates in an attempt to slow-down the German Army's advance.The German ultimatum ordering the Dutch commander of Rotterdam to cease fire was delivered to him at 10:30 a.m. on May 14, 1940. At 1:22 p.m., German bombers set the whole inner city of Rotterdam ablaze, killing 30.000 of its inhabitants."
"German troops occupy the Duchy of Luxembourg. A gl","1940-5-11","German troops occupy the Duchy of Luxembourg. A glider-borne parachute detachment of 1st Fallschirmjäger Regiment led by Hauptmann Koch and Leutnant Witzig captures the impregnable Belgian border fortress of Eben-Emael."
"Born Today: Florence Nightingale (Nurse), Yogi Ber","1-5-12","Born Today: Florence Nightingale (Nurse), Yogi Berra (Baseball Manager), Billy Squier (Musician), George Carlin (Comedian)"
"Surrender of all German and Italian forces in Tuni","1943-5-12","Surrender of all German and Italian forces in Tunisia (130,000 German and 120,000 Italian prisoners). General von Arnim and 25 other axis generals are claimed captured, so ending the life of the once mighty Afrika Korps and marking the end of the three-year North African campaign."
"Supported by waves of Luftwaffe Stuka dive-bombers","1940-5-13","Supported by waves of Luftwaffe Stuka dive-bombers, the two German Panzer Korps of Heeresgruppe B establish bridgeheads across the Meuse river, tearing a 50-mile gap in the French defenses between Dinant and Sedan. The 7th Panzer Division (Rommel) is the first division across. Dutch troops withdraw to their second and final line of defense on the Amsterdam-Rotterdam-Utrecht line."
"USAAF B29's firebomb Nagoya, the heaviest raid on","1945-5-14","USAAF B29's firebomb Nagoya, the heaviest raid on the Japanese homeland so far, with 3,500 tons of bombs being dropped, which destroys the Mitsubishi works."
"After the fall of Rotterdam, Holland surrenders. T","1940-5-15","After the fall of Rotterdam, Holland surrenders. The German 20th Panzer Korps (Hoth) repels a counter-attack by French armoured forces, destroying 125 out of 175 tanks. An attack by 6th Army (von Reichenau) against the Dyle line in Belgium is repulsed. In Paris, panic breaks out over reports of a German breakthrough at Sedan with thousands of civilians fleeing the city for the west and south of the country, clogging the roads for Allied military traffic which is attacked by Luftwaffe bombers and fighter bombers."
"Born Today: Gen. George C Cadwalader (Union Army),","1-5-16","Born Today: Gen. George C Cadwalader (Union Army), Liberace (musican), Gabriela Sabatini (Tennis), Janet Jackson (singer)"
"U-234 surrenders at Portsmouth, New Hampshire, USA","1945-5-16","U-234 surrenders at Portsmouth, New Hampshire, USA. On 16th April 1945 she had departed Norway and was enroute to Japan with an extremely important cargo, which included technical drawings, an Me-262 jet fighter in crates, 550 kg of U-238 uranium ore for atom bomb development, several high ranking German technological experts, and 2 Japanese officers. When Kptlt. Fehler heard of the cease-fire orders on 4 May 1945, he decides to surrender to the Americans, rather than the Canadians, being in a relatively equal position to do either. Still at war with the US, the Japanese officers take their own lives rather than surrender."
"Brussels, Louvain and Malines in central Belgium a","1940-5-17","Brussels, Louvain and Malines in central Belgium all occupied by troops of the 6th Army. Germans attack further into N-E France"
"Polish troops hoist their red-white flag on the ru","1944-5-18","Polish troops hoist their red-white flag on the ruins of Monte Cassino.In 24 days of hard fighting, impregnable Cassino fell, two German armies were defeated, 20,000 prisoners were taken, three defensive lined were smashed, and vast quantities of German material were destroyed. But Allied casualties in the four battles amounted to about 21,000 including 4,100 killed in action."
"A busy day for Soviet partisans, who blast railway","1942-5-19","A busy day for Soviet partisans, who blast railway tracks between Bryansk and Roslavl at five points. Hungarian security troops move in to fight the partisans and do so by killing everyone in the local villages. An irritated Josef Goebbels diaries In consequence, we can hardly get any agricultural work done in such regions. The German 6th Army launches an offensive to the North of the Russian salient in order to link hands with Kleist’s Panzer’s who have ripped a 50 mile gap through the Red Army’s flank. With the Germans cutting off the Russian Barvenkovo offensive from their rear, the Russian cancel their offensive, do a fast U-turn and try to fight their way out of the pocket and back to safety. Unfortunately, the attack is badly organized and uncoordinated."
"Operation Merkur: German troops invade the British","1941-5-20","Operation Merkur: German troops invade the British-held island of Crete.The full German assault on Crete commences with air attacks followed by paratroops dropped on the four airfields. They suffer heavy losses. Some 23.000 troops and 600 aircraft are deployed. The British and Greek forces are short of equipment and firepower but know the Germans are coming"
"A British counter attack is launched near Arras wi","1940-5-21","A British counter attack is launched near Arras with armoured and infantry support against Rommel's 7th Panzer Division, throwing it off balance. A similar attack in the south by a French armoured brigade under General de Gaulle fails after initial success. The French Ninth Army is surrounded and destroyed, its commander, General Giraud, taken prisoner."
"Born Today: Richard Wagner (composer),  Sir Arthur","1-5-22","Born Today: Richard Wagner (composer),  Sir Arthur Conan Doyle (writer),  Naomi Campbell (model)"
"Heavy German air attacks on Crete sink the cruiser","1941-5-22","Heavy German air attacks on Crete sink the cruisers Fiji, Gloucester and York and the destroyer Greyhound. The Battleships HMS Warspite and HMS Valiant are damaged, but the Royal Navy still manages to break up a German supply convoy."
"The U.S. Fifth Army begins an offensive from the A","1944-5-23","The U.S. Fifth Army begins an offensive from the Anzio bridgehead toward Rome. Canadian troops breach the Adolf Hitler Line to the South West of Monte Cassino."
"The German battleship Bismarck, supported by the h","1941-5-24","The German battleship Bismarck, supported by the heavy cruiser Prinz Eugen, sinks the British battle cruiser Hood after firing only three salvoes. There are only 3 survivors out of a crew of 1,421. The Prince of Wales is also damaged and forced to break off the action."
"In occupied Yugoslavia, a small force of German pa","1944-5-25","In occupied Yugoslavia, a small force of German paratroopers is dropped near Tito's headquarters at Drvar in Bosnia. The attack is supported by German Stuka dive bombers. Both Tito and the British liaison officer, Major Randolph Churchill, escape capture."
"Bismark Part 1 British flying boat spots the Germa","1941-5-26","Bismark Part 1 British flying boat spots the German Battleship Bismarck at 10:36am. Swordfish Torpedo-bombers from the Ark Royal score hits on the Bismarck, disabling her steering gear and rendering her un-maneuverable. This enables British destroyers to attack after dark..."
"Bismark Part 2 400 miles west of Brest, the Battle","1941-5-27","Bismark Part 2 400 miles west of Brest, the Battleship Bismarck is relentlessly bombarded by dozens of British warships, including the battleships Rodney and King George V. After all her guns are silenced, she is sunk by torpedos from the cruiser Dorsetshire. There are only 110 survivors out of a crew of 2,300. The convoy HX129, becomes the first to have continuous escort protection across the Atlantic."
"Born Today: Dr Joseph Guillotin (inventor), Jim Th","1-5-28","Born Today: Dr Joseph Guillotin (inventor), Jim Thorpe (Olympian), Kylie Minogue (singer)"
"The rest of the Japanese forces directed at Midway","1942-5-28","The rest of the Japanese forces directed at Midway set out. Admiral Yamamato, commanding the operation overall, believes that, if the plan to invade the island succeeds, the American fleet can be forced into a decisive engagement and that their defeat will force a truce before American production can swamp the Japanese war effort. In Hawaii Task Force 16 sails from Oahu for Midway with the carriers Enterprise and Hornet and escorts. Admiral Fletcher's Task Force 17 follows after miraculously quick repairs to the  Yorktown."
"The British destroyer HMS Wakeful is hit and sunk","1940-5-29","The British destroyer HMS Wakeful is hit and sunk by a torpedo from the German E-boat S30. HMS Grafton which was nearby try's to rescue the sailors from HMS Wakeful, but is itself hit by another torpedo from the same German E-boat and begins to sink. Another British destroyer, HMS Comfort moves up to help, but HMS Grafton fires on her in the mistaken believe that she is a German ship, sinking HMS comfort. 15 other vessels are also sunk by Luftwaffe Stuka attacks near Dunkirk on this day."
"53,823 British and French troops are evacuated fro","1940-5-30","53,823 British and French troops are evacuated from Dunkirk, bringing total landed in England since May 27th to 126,606. Under the command of Admiral Bertram Ramsay, hundreds of naval, commercial and private vessels participate in this most desperate rescue attempt. Calais falls to the Germans as they advance towards Dunkirk after Hitler's stop order is rescinded."
"By the end of May, 41 U-boats have been sunk in th","1943-5-31","By the end of May, 41 U-boats have been sunk in the Atlantic due to greatly improved allied anti-submarine techniques and tactics (Hedgehog, greater-range patrol aircraft, better radar, more escort vessels and carriers, plus the advantage of having broken the German Navy Enigma code). Black May effectively marks the end of a sustained German U-boat campaign in WW2 which did come very close to starving out Britain and forcing her to make terms with Germany."
"Rommel takes the fortified ‘box’ that is held by t","1942-6-1","Rommel takes the fortified ‘box’ that is held by the British 150th Brigade in the Gazala defensive line and secures the 'Cauldron'. This enables him to get much needed supplies flowing. Rommel now turns the German 90th Light Division and the Italian Ariete Armoured Division against Bir Hacheim in an attempt to wipe out the Free French garrison which still holds out. He also distracts the British by sending the 21st Panzer Division northeast to operate nearer to Tobruk."
"In Italy the forces of German Army Group C fall ba","1944-6-2","In Italy the forces of German Army Group C fall back and the Allied armies advance along the entire front. The forces of the US 5th Army reach Route 6 at and capture Valmontone, as well as making progress in the Alban Hills."
"Task Force 16 (Spruance) and 17 (Fletcher) meet 35","1942-6-3","Task Force 16 (Spruance) and 17 (Fletcher) meet 350 miles north-east of Midway. Admiral Fletcher takes overall command of the joint task force, although the two would act separately. US land based aircraft from Midway spot the Japanese Transport Force about 600 miles from Midway. They launch attacks against this force, but without success. US reconnaissance aircraft spot the 2 carriers of the Japanese 2nd Carrier Striking Force, which were about 400 miles from Kiska in the Aleutians."
"U-505, patrolling off Cape Blanco on the West Afri","1944-6-4","U-505, patrolling off Cape Blanco on the West African coast is forced to the surface by depth-charges from the U.S. destroyer escort Chatelain and is captured intact and towed to Bermuda by the escort carrier Guadalcanal."
"The Eighth Army launches a counter-attack against","1942-6-5","The Eighth Army launches a counter-attack against the Afrika Korps forces that are inside the 'Cauldron'. This is codenamed 'Aberdeen', but went disastrously wrong from the start, with an infantry tank brigade being destroyed in minefields and an Indian infantry brigade attacking the wrong positions. This left the remainder of the force, the 22nd Armoured Brigade to be repulsed easily by the untouched German defenses. British losses for this operation were 150 tanks, 133 guns and 6,000 troops."
"Before dawn, the Allied Expeditionary Force of Bri","1944-6-6","Before dawn, the Allied Expeditionary Force of British, American, Canadian, Polish, and Free French troops begins Operation Overlord, the long-awaited invasion of France. After an intensive naval and aerial bombardment, the first wave of 5 divisions (156,115 men) are landed at designated beaches in Normandy named Sword, Juno, Gold, Omaha and Utah. This is preceded by the British 6th Airborne Division which lands near Caen and some 12,000 paratroopers of the US 82nd and 101st Airborne Divisions which are dropped on the Cotentin peninsula. These forces are supported by 1,213 warships, including 7 battleships and 23 cruisers, 1,600 auxiliary ships, and 4,126 landing craft, as well as massive British and American air support, which fly’s 14,674 sorties that day. Opposing them in their bunkers and on the beaches are 5 German infantry divisions with about 50,000 men and 100 tanks and assault guns. Despite some heavy casualties, especially by the American’s on Omaha Beach, the German defenders, stunned and surprised by the massive onslaught, are progressively overwhelmed, and most of the allied objectives are reached and secured by nightfall. There is very little opposition from the Luftwaffe or Kriegsmarine."
"Born Today: Rocky Graziano (Boxer), Paul Gaugin (A","1-6-7","Born Today: Rocky Graziano (Boxer), Paul Gaugin (Artist), O+> (Musician), Anna Kournikova (Tennis)"
"General Erich von Manstein hurls his troops in the","1942-6-7","General Erich von Manstein hurls his troops in the grand assault on the besieged port of Sevastopol in a two-pronged assault. The Soviets resist fanatically in excellent fortifications. The Germans gain ground but take heavy casualties, and have to bring in reinforcements to take the city. However, the continuous German attacks wear down the defenders ammunition supplies, which must be brought in by sea through a tight German blockade maintained by the Luftwaffe, E-boats, and Italian midget submarines."
"British, Commonwealth and Free French forces invad","1941-6-8","British, Commonwealth and Free French forces invade Syria and Lebanon ('Operation Explorer') with air and naval support. The British offer Syria independence in an effort to stimulate Syrian revolt against their Vichy rulers. Vichy France protests vigorously at these British proposals."
"U.S. forces advancing from Utah Beach capture St.","1944-6-9","U.S. forces advancing from Utah Beach capture St. Mere-Eglise and cut the crucial road and rail links on the Cherbourg peninsula. Rommel puts all German forces in Normandy onto the defensive."
"German counterattacks against Allied D-Day invasio","1944-6-10","German counterattacks against Allied D-Day invasion forces are unsuccessful because of the lack of armoured reserves in the area. Troops of the 2nd SS Panzer Division 'Das Reich' massacre more than 600 people in the French town of Oradour-sur-Glane. While the men are shot immediately, the women and children are locked in a church the alter of which is set on fire"
"Simultaneous British convoys set sail for Malta fr","1942-6-11","Simultaneous British convoys set sail for Malta from Gibraltar and Alexandria. The Gibraltar convoy (codenamed ' Harpoon'), consisted of 5 freighters and a US tanker. It was initially escorted by a battleship, 2 aircraft carriers, 3 cruisers and 8 destroyers and was later reinforced by an anti-aircraft cruiser and 9 destroyers. The Alexandria convoy (codenamed 'Vigorous'), had eleven freighters and was escorted by 7 light cruisers and 26 destroyers."
"Born Today: Cole Porter (composer),  Les Paul (gui","1-6-9","Born Today: Cole Porter (composer),  Les Paul (guitarist), Donald Duck, Johnny Depp (actor)"
"U.S. troops link up with British troops, thereby c","1944-6-12","U.S. troops link up with British troops, thereby completing a solid line along a 50-mile battle front. So far, the allies have landed 326,000 men and 54,000 vehicles onto the Normandy beaches."
"The first V1 flying bomb is launched against Brita","1944-6-13","The first V1 flying bomb is launched against Britain during Operation 'Rumpelkammer' and hits Swanscombe in Kent at 0418, causing shock and near panic among the civilian population."
"Born Today: Archduke Franz Ferdinand (Austrian Lea","1-6-14","Born Today: Archduke Franz Ferdinand (Austrian Leader),  Che Guevara Serna (revolutionary), Boy George O'Dowd (singer), Yasmine Bleeth (Baywatch)"
"Germans enter Paris as Rommel's 7th Panzer Divisio","1940-6-14","Germans enter Paris as Rommel's 7th Panzer Division takes Le Havre. The French government leaves Tours for Bordeaux. Army Group C, with 24 divisions, prepares to cross the upper Rhine to attack the Maginot Line in Alsace. All remaining British troops in France are ordered to return to England."
